Building_ID,Surface,Age,Type,Heating_Type,Insulation_Level,Windows_Type,Outside_Temperature,Number_of_Rooms,Occupancy_Rate,Roof_Type,Wall_Material,Elevator_Presence,Basement_Presence,Energy_Rating,Parking_Spaces,LED_Lighting,Energy_Management_System,Residents_Count,Distance_From_City_Center,Energy_Consumption
862,113,50,Residential,Individual,Low,Triple,16.306843724611053,5,0.4080067621204203,Pitched,Concrete,True,True,C,3,True,False,3,29.762006740222297,401.1133555419597
2094,449,45,Industrial,Electric,Low,Double,11.700330107563683,4,0.9699322112862655,Flat,Glass,False,True,B,0,True,True,4,21.293873670040846,343.4419272849513
947,474,67,Industrial,Electric,High,Single,13.853978867032218,5,0.8070447599290953,Pitched,Concrete,False,False,E,1,True,False,6,17.822904231911554,439.3172646777843
5641,290,85,Commercial,Individual,High,Triple,20.40008453477289,5,0.4775513857166823,Pitched,Wood,False,True,E,4,True,True,6,33.733934997344974,1060.0098372738732
1444,342,44,Commercial,Individual,Medium,Double,13.875784989062922,4,0.6998748955006678,Flat,Glass,True,False,E,0,False,True,3,27.91773114027552,1131.1359784395754
1280,395,66,Residential,Individual,High,Triple,9.25706294929074,9,0.7505979178228844,Flat,Concrete,False,False,A,1,False,True,9,26.012458014857565,425.02048492759087
3110,455,45,Industrial,Central,Medium,Single,18.059581671426862,2,0.24794877082128933,Pitched,Wood,False,True,C,2,True,True,6,30.189139088373505,4598.112236683275
8952,371,28,Commercial,Individual,Low,Triple,-0.8564066773855821,7,0.9733242713021484,Flat,Glass,True,True,E,3,False,True,8,38.43468824459753,498.27142827127324
7609,282,56,Residential,Individual,High,Single,25.729117672281763,4,0.9215136706649462,Flat,Glass,False,True,C,2,False,True,8,30.86642505668366,740.0981273805655
5135,101,73,Industrial,Individual,Medium,Double,21.09554577787456,5,0.36183348777580593,Pitched,Brick,True,True,D,1,True,True,9,11.216661673832075,686.2539922810981
3016,483,93,Residential,Electric,Medium,Double,3.730371149606585,4,0.9764216016317788,Flat,Concrete,False,True,E,0,False,True,4,48.49633470108685,1264.6468345979335
2302,180,59,Industrial,Electric,Low,Triple,13.622354254383502,9,0.26743596358450206,Pitched,Concrete,False,False,E,4,True,True,1,42.65942616912237,779.701247274167
2004,208,27,Industrial,Central,Medium,Triple,10.26753741841373,7,0.8860418659055479,Pitched,Concrete,True,False,B,2,False,False,5,43.356932509242334,476.00297838546646
4580,366,2,Commercial,Electric,High,Triple,24.731137584847286,8,0.32346301993341514,Pitched,Brick,False,False,D,2,False,True,3,39.3784707275788,2727.669739078007
8704,368,28,Residential,Gas,High,Triple,22.53446833709867,1,0.46974242793144205,Flat,Glass,False,True,C,1,True,False,6,2.232835197183854,898.747045961994
1005,441,36,Commercial,Electric,Medium,Single,2.3540914717349617,4,0.6932657009188423,Flat,Concrete,False,False,E,3,True,False,3,25.135068986659306,288.6569162577247
5138,305,54,Residential,Electric,Low,Triple,27.05847277035788,4,0.2906231474594768,Flat,Glass,True,True,C,0,False,True,1,35.262502435460405,1310.3241793600284
4317,478,77,Residential,Individual,Medium,Single,28.609731279255627,4,0.14182570742980807,Flat,Brick,True,False,C,1,False,True,1,36.23093527846213,1449.6088903827256
6558,499,77,Industrial,Individual,High,Double,15.606576390796445,2,0.9000972855088528,Flat,Concrete,True,False,C,3,True,True,6,1.1918216281889387,589.0686227950011
4387,299,96,Industrial,Central,Medium,Single,28.584106165889345,2,0.5610808602555907,Flat,Wood,True,False,D,3,True,True,3,25.788246465844733,321.1897351747147
2132,350,25,Residential,Individual,Low,Double,17.04450764641938,7,0.6954781695463776,Flat,Glass,False,True,B,2,True,True,2,35.44200676018402,1126.309476692346
4265,442,41,Commercial,Electric,Medium,Single,6.679367196792217,2,0.6663933586995077,Flat,Concrete,True,False,E,1,False,False,1,20.129875346024612,941.3943835279869
2057,174,93,Industrial,Electric,High,Double,3.606461631782375,9,0.43107151643363917,Pitched,Glass,True,True,C,1,True,True,5,3.730225796482129,589.959634068194
5386,224,18,Commercial,Individual,Medium,Single,16.66793366049297,1,0.43835890873310135,Pitched,Wood,True,False,A,4,True,False,2,11.250407188540022,1061.988185903157
229,70,28,Residential,Gas,Low,Triple,27.414928564587072,5,0.5515700793704146,Pitched,Wood,False,False,C,1,True,True,8,17.822658470186703,217.84775001195186
2889,195,66,Commercial,Individual,Low,Single,19.702581637323803,2,0.1422790650032274,Pitched,Brick,True,False,B,1,True,True,1,31.06234300184351,1407.1796391823486
4472,317,67,Industrial,Electric,Low,Double,17.430670119971065,1,0.2719472697872749,Flat,Brick,True,False,B,4,False,False,9,43.73817681125351,1202.1640986774655
6064,215,7,Residential,Electric,Low,Double,4.692583992512189,5,0.40365039999690844,Pitched,Wood,False,False,B,3,False,True,5,14.849855879891091,1151.4619478682785
7924,221,27,Residential,Individual,Medium,Double,19.543468952530695,5,0.7410451925855137,Pitched,Brick,False,True,C,2,False,True,6,37.64115987124309,147.35379900138452
7649,253,95,Commercial,Electric,Medium,Double,3.528289504436918,5,0.5386754849725258,Flat,Wood,False,True,C,0,False,False,9,40.791303768763775,935.0673893104286
8381,482,13,Residential,Central,Medium,Double,6.464736958344149,3,0.972444648677534,Flat,Brick,True,True,A,1,False,True,3,13.10824781739259,1199.1451847467088
209,176,59,Industrial,Gas,Low,Triple,8.866406978774597,3,0.1382701773255276,Flat,Concrete,True,True,A,2,True,False,8,25.702443842938138,2519.5194351719974
2758,66,95,Commercial,Individual,High,Single,2.070678161633504,1,0.7214273890116953,Pitched,Concrete,True,False,A,1,False,False,9,22.247858618566436,124.45156014949845
8471,418,23,Industrial,Central,High,Double,20.599271729340018,6,0.5301608379132504,Pitched,Wood,True,False,B,0,True,False,1,2.782524053077568,1064.0868932992705
2948,282,93,Commercial,Central,Medium,Triple,-3.306603890686523,7,0.31254506018700057,Flat,Concrete,False,True,A,3,False,False,2,45.44768138839837,484.0514632014298
7116,167,59,Industrial,Electric,Low,Double,11.717289140936778,6,0.593678828949088,Flat,Wood,True,True,D,3,True,True,1,30.73147382598654,173.054427918323
6330,464,50,Residential,Individual,Low,Triple,10.749768157085747,6,0.5637860716930994,Pitched,Wood,False,False,C,0,True,False,3,3.0458582056255805,1843.6999794011758
1728,210,31,Industrial,Gas,Medium,Single,7.302617161482512,4,0.3971135859828744,Flat,Concrete,True,False,B,2,True,True,5,23.325332701897423,1288.7145059983668
4176,393,65,Industrial,Central,High,Single,-3.915483575000913,6,0.8072630857965291,Flat,Glass,False,False,D,2,True,False,5,12.271227912253854,663.4168791202004
337,77,31,Residential,Gas,High,Triple,26.07090385217207,3,0.5448098281381426,Flat,Wood,False,True,C,2,False,False,8,25.628562005887815,289.3103383488933
4984,252,75,Residential,Individual,Medium,Single,11.333975297411364,1,0.27651938235032575,Pitched,Concrete,True,False,B,0,False,False,7,33.9793307929643,1554.1693775271208
6878,78,65,Commercial,Electric,High,Single,10.762417969629595,2,0.5817016755555106,Pitched,Glass,True,True,D,4,False,False,3,35.67725769797636,155.0117848657528
7248,286,61,Industrial,Central,Low,Single,15.424483823389728,7,0.241996115851986,Flat,Glass,True,False,E,1,True,False,8,35.452650669076824,1401.0405435285365
8452,306,71,Residential,Central,High,Single,24.52728462149967,4,0.9024594750587834,Flat,Wood,True,True,C,3,True,True,6,23.98934193695778,387.937222484579
1226,351,9,Commercial,Individual,Medium,Double,-4.0734399224934315,9,0.2183713218833413,Flat,Brick,False,False,C,4,True,True,9,46.21176635268976,2728.3686211008603
7608,454,71,Industrial,Gas,High,Double,12.007823397911,3,0.7804248618006279,Pitched,Glass,True,False,D,2,True,False,1,1.9552610087607394,1199.0535369138966
6827,255,44,Commercial,Gas,Low,Triple,10.166690349840394,3,0.5475886138353022,Flat,Glass,False,True,E,4,True,True,8,4.240663879881226,784.605026169505
3540,80,66,Industrial,Central,Low,Single,-0.5808355971363097,6,0.2566485324992291,Pitched,Glass,False,False,B,3,True,True,7,36.01287728471266,771.3059389264134
5868,223,46,Residential,Central,Medium,Double,-0.4314195825158986,2,0.12874021373883346,Flat,Brick,True,False,B,1,True,False,2,49.4476791214559,3844.2208606358217
2111,214,13,Residential,Individual,Medium,Double,25.104741750190463,2,0.8932365960598314,Flat,Brick,False,False,D,1,False,False,1,42.86710152432497,163.05624884576375
2691,101,43,Residential,Gas,Low,Triple,4.236258561552816,5,0.908493009890755,Pitched,Brick,False,True,B,1,True,True,6,27.77413362400053,170.5490805789838
7153,251,76,Commercial,Gas,Medium,Triple,27.13334088156102,9,0.13318041600731034,Flat,Brick,True,False,D,1,False,True,8,33.13885593159968,4470.1049367486385
3707,207,50,Residential,Gas,Medium,Single,-2.4140583521124666,2,0.649065790402348,Flat,Glass,False,True,B,0,False,False,4,49.176692954861224,669.8045731978634
1017,200,20,Residential,Gas,High,Double,-3.442544532680037,4,0.8512695059205106,Pitched,Wood,True,True,E,3,False,False,3,1.9368336101220067,239.7456382956213
8511,450,94,Commercial,Central,Medium,Triple,-2.799271835740294,3,0.41503544306179796,Flat,Concrete,True,True,D,3,True,True,4,26.211790713988083,1102.7267219152975
2807,238,24,Commercial,Central,High,Double,3.0030104674583313,1,0.43365438304731785,Flat,Wood,True,True,B,4,True,True,6,4.618169409133397,729.4838848002496
5015,475,24,Industrial,Gas,High,Triple,5.9795976293015976,2,0.7260057420980419,Pitched,Brick,False,False,D,2,True,False,6,41.53626510146807,1218.303869489727
1928,187,47,Commercial,Electric,Medium,Double,8.911972290214198,6,0.9130508916867848,Pitched,Glass,False,False,B,3,False,False,6,49.24378177401901,218.62984996592093
350,411,47,Industrial,Electric,Low,Triple,16.552020626270888,4,0.9451298740103545,Flat,Wood,False,True,C,1,True,False,7,26.18279715925348,660.826685032863
5173,479,7,Industrial,Gas,Medium,Triple,11.476554541398418,4,0.7057803046707465,Pitched,Glass,True,False,C,3,False,True,2,17.16304374046698,340.5948363509777
4192,105,71,Industrial,Gas,Medium,Triple,1.052094389348321,4,0.8188204726869235,Pitched,Glass,True,False,B,0,True,True,8,38.19825522626859,176.32571554034942
1934,180,37,Residential,Electric,Low,Triple,16.922934938588355,9,0.6933973430923787,Flat,Brick,True,True,B,2,False,True,4,1.0885348634665433,129.20367636304812
6901,358,50,Commercial,Individual,Medium,Double,-2.930083177122224,9,0.8571476921873679,Flat,Brick,False,True,E,1,False,False,7,44.7562091959611,184.32069307926133
4823,99,54,Residential,Gas,High,Triple,1.8636206025349633,1,0.3043237135531329,Flat,Glass,True,True,E,2,False,False,6,46.65379861142995,696.0721525185205
564,153,30,Commercial,Electric,Low,Triple,25.834741927235303,6,0.7396027610632325,Pitched,Concrete,False,True,C,4,True,False,9,29.58020744302189,471.27959669227937
1582,319,64,Residential,Individual,High,Triple,29.000986425235737,9,0.922243254838972,Pitched,Concrete,True,True,C,3,True,True,1,4.0338192033674485,715.696874548591
4694,124,78,Industrial,Electric,Low,Triple,8.625937705251907,1,0.37595879174817504,Flat,Concrete,False,False,C,3,False,False,9,44.61933104090087,274.69077458694426
2175,202,21,Residential,Central,Low,Triple,24.434740721846843,7,0.7766742873192818,Pitched,Brick,False,True,D,3,False,True,4,28.232129961265034,313.0319363708463
7028,270,37,Industrial,Electric,Medium,Single,4.550000285597472,1,0.1281170924962608,Pitched,Glass,True,False,D,0,True,True,7,18.116733490504718,4771.300382300591
4880,272,67,Residential,Gas,High,Triple,3.953105244369972,3,0.3423346814820294,Flat,Brick,False,False,E,0,False,False,3,30.788998195810162,1413.4104611565888
2228,448,59,Residential,Gas,High,Single,0.9331785050198995,6,0.3284230454050314,Pitched,Glass,True,True,C,2,True,True,4,24.330029061528336,3108.211981294294
1115,75,90,Commercial,Individual,Low,Triple,23.32350119119657,3,0.20388593364949165,Flat,Wood,False,True,B,2,True,False,4,2.437717895440902,783.7361212326246
3126,325,77,Residential,Gas,Low,Single,-1.3934646563721778,4,0.34285855485266203,Pitched,Glass,False,True,E,0,True,False,7,7.141777034851338,1905.825745792733
3544,317,75,Commercial,Central,High,Double,7.513648537524652,7,0.4387785847727428,Pitched,Concrete,True,False,E,2,True,True,3,9.939367640182104,512.69166169081
5048,450,93,Commercial,Individual,Low,Double,7.348509619838744,8,0.16439137399751144,Pitched,Concrete,False,True,D,1,True,True,6,22.707470499290793,4385.304011267042
7476,474,93,Industrial,Individual,High,Single,25.497209254625616,8,0.6285265344975586,Pitched,Wood,True,True,D,2,True,False,9,43.57848216445909,1244.998813662699
821,241,58,Residential,Electric,High,Double,15.135970196262484,3,0.18335202239432807,Flat,Wood,True,True,C,3,True,True,9,25.813891576045975,1722.3368377379688
6532,150,44,Commercial,Individual,Medium,Double,12.823144138907217,4,0.2650930490204888,Pitched,Wood,False,False,C,3,True,True,6,42.23659509237308,854.1598465748636
2272,281,58,Commercial,Electric,High,Single,0.8646502106469791,4,0.9603547776999319,Pitched,Concrete,False,True,D,3,True,False,1,17.58332221517923,410.31519178018914
5545,431,70,Residential,Individual,Medium,Triple,19.60891198735221,1,0.9906739626176696,Pitched,Concrete,True,False,D,0,False,True,4,10.46262626385439,571.3378245408002
81,149,24,Commercial,Gas,Low,Triple,28.390408264506476,4,0.6629075787179757,Flat,Glass,False,False,E,4,True,False,2,31.695391072897856,230.1697033725532
1323,342,37,Residential,Central,Medium,Double,18.55789659729154,1,0.9521405389927102,Pitched,Glass,True,True,C,4,True,False,9,29.198552336477203,462.7734698481184
9405,127,46,Commercial,Central,Low,Single,25.993464346054402,6,0.926505283349188,Flat,Wood,True,False,E,1,True,True,9,47.91991899474467,333.16611911760316
1614,229,93,Industrial,Central,Low,Single,9.226138426979336,4,0.2951479576787539,Flat,Concrete,True,False,B,0,True,True,7,14.18745407782632,1645.498221534658
831,357,66,Commercial,Individual,High,Triple,21.082048997203774,3,0.5900687348799962,Flat,Wood,True,False,B,1,False,True,5,47.559803559091606,979.0056677557435
3883,222,50,Industrial,Individual,Medium,Triple,-3.4542052405534966,6,0.26259800008584633,Pitched,Concrete,True,False,C,1,True,False,1,31.18338749207549,1072.2316930053423
8641,402,77,Residential,Gas,Medium,Triple,29.275720323685434,1,0.9608354189069289,Flat,Concrete,True,True,B,3,False,True,3,5.344478640623934,638.1821386327921
4464,214,92,Industrial,Gas,Low,Triple,-2.284394746157666,1,0.20321601924044258,Flat,Concrete,True,False,B,1,False,True,9,49.45144412473849,2034.5078234145042
5339,398,62,Industrial,Individual,High,Triple,13.156207227162952,7,0.6199602412256822,Flat,Glass,False,False,C,2,False,False,1,44.30887266346781,1583.092474021983
8066,161,53,Industrial,Gas,High,Double,12.589571555148332,1,0.8839842439354936,Flat,Concrete,True,False,D,3,False,False,2,11.385249326143798,138.01643940056994
1649,357,71,Commercial,Individual,Medium,Double,5.752715668066303,9,0.42574093495700505,Pitched,Glass,False,True,A,3,True,True,5,48.866938434072615,1688.1311337381737
4065,186,75,Industrial,Central,High,Triple,0.18635506302791782,3,0.9666865454450884,Flat,Wood,False,True,D,3,False,True,1,24.87547031362315,412.3822020260383
9665,74,91,Commercial,Individual,Medium,Single,11.878561129272015,2,0.26602139322627394,Flat,Wood,False,False,E,4,True,False,8,44.15881102316822,217.92668094685536
3038,335,26,Industrial,Individual,Low,Triple,27.84134488935353,6,0.22857965859593243,Pitched,Concrete,True,True,A,1,True,False,1,38.44695814692788,1140.0885696861167
3320,471,80,Residential,Electric,High,Single,-0.2870639242077164,8,0.8628590264231645,Pitched,Glass,False,False,C,1,True,False,1,24.685880816094787,525.883346910896
7143,113,87,Industrial,Central,Low,Double,8.765785791954022,1,0.17949249207743628,Pitched,Glass,True,True,D,1,True,False,6,48.68350674940001,992.142259466831
6889,475,79,Industrial,Individual,High,Double,29.291778130718754,3,0.720590553897003,Flat,Concrete,True,True,C,3,True,False,6,48.8906414305102,1518.2142170597933
5092,120,67,Industrial,Electric,Low,Triple,24.284407940713074,5,0.549505451515098,Pitched,Wood,True,True,E,2,True,False,6,38.980406608374096,145.67730151879596
3720,280,35,Industrial,Gas,Medium,Triple,15.666916255073861,9,0.6209244739020934,Flat,Brick,True,False,C,3,False,True,7,41.467261538057095,366.0457891917615
2423,272,20,Residential,Individual,Low,Triple,26.325608674300007,5,0.3584388833302209,Pitched,Glass,False,True,D,3,False,False,4,5.184660131028854,876.7746417205418
749,319,49,Industrial,Individual,Medium,Single,23.835145930749288,7,0.560296342444878,Pitched,Glass,True,False,C,1,False,False,2,21.599695282116603,368.3937101435209
5271,430,68,Commercial,Individual,Medium,Double,24.33408656053235,5,0.37045841039898886,Flat,Wood,True,False,C,3,False,False,7,21.436899737163415,1619.7407004678005
2373,83,91,Commercial,Individual,Low,Triple,1.3136031989498402,2,0.8975914427266236,Flat,Concrete,False,False,B,3,True,False,2,6.585213770296458,142.8957350251613
4693,230,10,Residential,Individual,Low,Double,12.505884073155435,3,0.11755600052813354,Pitched,Glass,True,True,B,1,True,False,6,45.31478659776757,3500.6422675011027
9879,211,17,Industrial,Central,Low,Double,-4.137649440048461,8,0.6836838766119124,Pitched,Concrete,False,True,E,0,False,True,5,12.65223199228321,193.65040248633605
8370,267,32,Residential,Electric,Medium,Double,10.911647341601565,8,0.9994737123275255,Pitched,Concrete,False,True,D,3,False,False,1,30.952815729815203,411.1789226960263
7319,395,40,Commercial,Individual,High,Single,14.227162439617434,4,0.354643304010829,Pitched,Brick,False,False,C,0,True,False,6,14.35381727791173,760.802434940814
4368,311,49,Residential,Central,High,Single,1.6383383535594902,1,0.11926165524187295,Pitched,Brick,False,True,C,2,True,False,7,34.58429539154998,6678.980852590819
6785,368,65,Residential,Gas,Low,Triple,17.670532597454933,2,0.5846592633108183,Flat,Brick,False,False,D,4,False,False,3,27.74262291070588,846.0168369350603
7401,198,39,Industrial,Central,High,Single,8.83237702645988,6,0.8162060974119477,Pitched,Glass,False,True,A,1,True,False,5,18.882760428182678,192.74657886371514
1139,345,21,Industrial,Gas,Medium,Triple,22.29555713214891,6,0.514902472805657,Flat,Concrete,True,False,C,4,True,True,3,8.5116890562672,1467.9223616127788
7631,204,5,Residential,Gas,Low,Double,28.4479952172885,6,0.45883681736566473,Flat,Concrete,False,False,B,2,True,True,4,40.45365989734758,663.4971149137928
2231,230,48,Industrial,Individual,High,Triple,2.989083803872089,4,0.8129174168358957,Pitched,Brick,True,False,E,2,False,False,4,23.842086033688833,674.8276251357554
2164,321,97,Industrial,Electric,Medium,Single,29.821509831624844,2,0.5658728628361669,Flat,Brick,True,True,B,1,False,True,7,26.59396408078606,1250.8904257722995
5217,423,50,Industrial,Electric,Medium,Triple,2.7846539910613126,8,0.7529438304763596,Pitched,Wood,False,False,D,3,False,True,7,30.44077012082746,1142.747726113379
9444,72,8,Residential,Individual,Medium,Single,-3.1977893990764934,9,0.3509833632628647,Pitched,Brick,False,False,D,0,False,True,2,14.625340146082136,133.81981104717764
9237,158,7,Industrial,Individual,High,Single,9.71253561515286,6,0.16162570809803387,Pitched,Wood,True,True,A,1,True,False,7,4.808859500420775,1225.2322122564153
4561,205,56,Industrial,Electric,High,Single,11.68266507073131,5,0.15837475220570046,Flat,Wood,True,True,B,2,True,True,3,40.291445138204026,2371.1105663975995
1570,269,89,Commercial,Individual,Medium,Triple,2.6882240758394165,7,0.525957999984991,Pitched,Wood,False,True,C,0,False,False,6,2.7263797737612854,747.8811639699856
172,333,23,Commercial,Individual,High,Single,13.680815472943827,4,0.5110360268456702,Pitched,Glass,True,True,A,2,False,True,5,13.132878561935401,829.7790855970039
7163,153,67,Industrial,Central,Medium,Triple,14.499972272158601,8,0.32832418178314765,Flat,Glass,False,False,E,1,False,True,8,9.080093187941486,394.8554319408616
2087,349,51,Industrial,Electric,High,Triple,19.05486934721358,2,0.4808653728131409,Pitched,Glass,True,False,A,3,True,True,1,23.482791279595105,1161.4358256162711
4667,347,3,Industrial,Central,High,Single,-2.2268708619682354,7,0.5394105986488702,Pitched,Wood,False,False,D,2,False,True,2,10.203226137534761,1173.0497629222336
4565,122,57,Commercial,Central,Low,Triple,-3.1955073701750836,8,0.6980367065260541,Flat,Concrete,False,False,B,3,True,True,6,48.69261390534126,432.37276903485105
7089,411,13,Residential,Individual,Low,Double,28.485827193526198,1,0.500216451238757,Pitched,Wood,True,True,C,1,True,False,5,1.1011773277529535,413.7667194473953
6569,451,43,Commercial,Gas,Low,Triple,21.313158594262504,9,0.22129616243680159,Pitched,Brick,False,False,E,3,True,False,5,15.353621285182934,3174.0592815447926
4783,312,59,Industrial,Central,High,Triple,27.355854299206555,6,0.2213082902007426,Flat,Wood,True,True,C,3,False,False,6,42.84489120925485,3001.8885733628513
2684,91,77,Residential,Individual,Medium,Single,12.157653956839486,7,0.5402362239203896,Flat,Concrete,True,False,E,1,False,False,2,23.72981533739387,235.36323534211712
1832,114,12,Commercial,Central,High,Triple,19.698542716001,9,0.9191641699974494,Flat,Glass,True,False,E,2,False,False,7,11.793484504198261,121.56146498185944
8546,331,18,Commercial,Individual,Medium,Triple,14.163541530898911,6,0.8277022217318866,Pitched,Wood,True,True,C,3,True,True,2,6.23204772501796,238.29814393353726
5065,371,54,Industrial,Individual,Low,Double,6.3509790193271165,6,0.19570015402581314,Flat,Glass,True,True,D,4,False,True,5,27.400455542684142,4468.762369905408
9130,462,3,Industrial,Individual,High,Single,11.09606721425098,3,0.40779776062242123,Pitched,Wood,True,False,C,4,True,False,6,23.632970365921548,493.08009972737375
9355,443,93,Residential,Individual,Medium,Double,29.65073262229484,4,0.6402600246250059,Flat,Concrete,True,False,B,0,False,False,9,15.715970549783632,932.683567877062
4412,255,72,Commercial,Individual,High,Triple,12.102104584080873,9,0.41426885099626587,Pitched,Wood,False,False,D,1,True,True,1,37.111992728703804,375.3532362010596
7207,74,71,Industrial,Individual,Low,Triple,6.234457413338202,7,0.46685290425272796,Flat,Wood,True,False,A,1,True,True,4,0.8522629427278745,350.4612286534792
9890,155,15,Residential,Individual,High,Single,-0.5416154549942442,2,0.8916763165949633,Flat,Glass,True,True,A,2,False,True,8,49.24450730511918,217.40127396184928
834,453,55,Industrial,Electric,Medium,Double,9.169783219112922,2,0.6289327340192455,Pitched,Brick,False,True,C,4,True,True,8,5.304378448166133,1508.0179194629045
6821,210,5,Residential,Central,Low,Double,20.964420345778894,4,0.6894619590701624,Flat,Concrete,True,False,E,4,True,True,7,28.922291987840712,525.1400656703563
3781,403,91,Residential,Individual,High,Double,2.4139304911034545,6,0.29202310781997665,Pitched,Brick,True,False,A,4,False,True,2,30.3278488816605,1999.4416598300936
9012,207,44,Industrial,Electric,Low,Triple,8.180311553137173,1,0.9157514891078666,Pitched,Brick,False,True,C,3,False,False,6,46.76757842671615,516.3529473171228
7499,424,60,Commercial,Electric,Medium,Double,-2.43253656718129,9,0.8933150851484126,Pitched,Wood,False,False,D,1,True,True,8,20.368651233424607,927.2219286102943
3424,220,91,Commercial,Central,Low,Single,-4.939630054159748,3,0.5981425197470944,Pitched,Wood,False,False,B,0,True,False,3,0.6270548391678519,371.1902195181532
65,59,19,Commercial,Individual,Low,Triple,18.88105182246177,7,0.6359891885932452,Pitched,Wood,True,True,E,2,False,False,4,4.546008300102611,50.68208949683174
2963,241,16,Commercial,Gas,Medium,Single,12.080774487277981,6,0.24062082866846193,Pitched,Brick,True,True,A,3,True,False,2,36.14066179252596,1828.6873932480346
5669,448,7,Residential,Gas,High,Triple,11.902985668997559,2,0.9160880090217035,Pitched,Brick,True,True,E,4,True,False,7,40.177560661349005,436.37874967176947
8962,490,5,Commercial,Central,Medium,Double,27.43549683487708,3,0.37441562551256835,Pitched,Glass,False,True,C,2,True,False,1,44.14623182338902,1376.6805213077903
354,428,32,Industrial,Gas,Low,Triple,10.5704498093002,8,0.7578379169577797,Flat,Concrete,True,False,B,1,False,True,1,18.36978149299149,660.9835751292195
8171,427,87,Industrial,Central,Medium,Double,20.54440012003943,1,0.454539325535826,Flat,Glass,False,True,A,4,True,True,9,44.801869392809934,1980.279760236235
4030,301,24,Industrial,Electric,High,Double,22.148114540049857,3,0.8296053344313842,Pitched,Concrete,False,True,D,0,True,True,7,0.9488506805033815,547.1088176552653
8534,83,6,Residential,Electric,Low,Single,19.446625672818566,1,0.9611156142282702,Pitched,Glass,True,False,C,4,False,True,3,19.85546137256231,172.3806268038773
3651,457,35,Commercial,Central,High,Triple,29.57281444072013,5,0.49937893026222313,Pitched,Brick,True,True,D,1,True,False,7,49.6028931172328,432.50049623117786
6739,88,94,Commercial,Gas,Medium,Triple,-2.1538108636923696,9,0.10990517990338114,Flat,Concrete,True,False,D,2,True,False,3,10.782241774865652,1580.5623001250465
3297,308,20,Residential,Individual,Medium,Single,28.994865183208447,1,0.6036035692964928,Flat,Wood,True,False,E,4,False,False,8,2.3739167835817643,1025.7425094965567
4127,291,30,Residential,Electric,Low,Double,13.051516164328508,6,0.38791530362569726,Pitched,Concrete,False,False,E,0,True,False,3,9.34319106837598,1437.066749904721
8043,427,26,Industrial,Gas,High,Single,23.79448924995347,2,0.2258912908051285,Flat,Glass,False,False,A,4,False,False,9,17.88518441344106,1266.3860091536073
4767,178,23,Industrial,Electric,Low,Triple,27.118132404330417,6,0.4589497724679211,Flat,Brick,True,False,C,4,True,True,2,36.23853265398159,175.4631463903
472,430,8,Residential,Individual,High,Double,-2.3462191871230473,6,0.8147918378859689,Pitched,Glass,False,False,A,1,True,True,5,30.95303977166981,261.4378844282603
3761,414,54,Commercial,Gas,Medium,Double,1.6155663349406897,5,0.10701721981919446,Pitched,Glass,True,True,C,2,True,True,4,43.28208863002179,5698.31015747872
8617,398,85,Residential,Gas,High,Single,28.96234224428938,7,0.9182863500166687,Flat,Glass,True,False,A,1,True,True,4,33.14551156711518,1039.16183849245
3566,86,81,Commercial,Gas,Low,Triple,26.545521781098444,4,0.42305774382374484,Pitched,Glass,False,False,D,3,True,False,6,46.25591177610355,486.75534437664913
2760,351,30,Commercial,Gas,High,Double,14.968973437536512,3,0.8766762632540788,Pitched,Concrete,True,True,A,2,True,False,5,18.0342825277331,185.12096341815482
868,62,90,Commercial,Central,High,Single,14.871619845740952,9,0.8493397061250064,Flat,Concrete,False,True,D,3,True,True,1,45.46178708282128,58.18412931574786
9382,415,29,Commercial,Gas,Medium,Triple,9.506914723191397,2,0.9625619514098089,Flat,Concrete,True,False,A,0,False,False,9,17.228648955442516,264.89152556806334
8688,244,26,Industrial,Central,High,Double,-3.513158990423839,2,0.1502268413588693,Flat,Brick,True,False,A,1,True,False,5,11.316412033906417,3428.051142891666
4052,177,56,Residential,Gas,High,Double,2.3626289794007738,8,0.689922486292343,Flat,Wood,False,False,E,3,False,False,8,0.7544709300602876,195.8268316419276
6130,218,9,Industrial,Individual,Medium,Triple,-0.479641111122759,5,0.5204162216341395,Pitched,Glass,False,False,E,1,True,False,6,13.571435654074246,869.8641331723717
3244,187,14,Commercial,Individual,Medium,Double,18.967063430732004,9,0.8235468172313913,Pitched,Wood,False,True,A,4,True,True,5,39.93042398765316,219.36720420605806
4842,476,96,Residential,Gas,High,Double,19.075012414005403,4,0.2004931577631713,Flat,Concrete,True,False,B,4,True,False,1,14.620732158962994,5804.811306091918
9330,122,92,Industrial,Central,Medium,Double,-3.010667814075388,6,0.6815019624565396,Flat,Glass,False,True,C,3,True,False,6,22.9467557495292,404.18582190027894
5640,384,47,Commercial,Central,High,Single,21.965218113430605,4,0.9270459813285967,Flat,Brick,False,True,C,4,True,True,8,23.358982309782625,213.5355783155226
5780,136,49,Commercial,Central,High,Double,8.865351679981439,8,0.7250407607417385,Pitched,Glass,True,True,E,4,False,False,1,9.870418849653497,268.82882745479424
8540,304,28,Commercial,Central,Low,Single,-4.208017758961628,6,0.7145119282691667,Pitched,Glass,True,False,A,1,False,True,6,32.42762501763446,871.8801361243868
1075,56,67,Industrial,Electric,High,Double,2.7922053781861873,5,0.3092287931024547,Flat,Glass,False,True,C,2,True,False,5,16.782545878663413,155.46760459897564
